review,Label
Good experience,Positive
I had to wait for 2 and half hour. There was no use of booking appointment with oladoc,negative
On of the best Doctor,positive
Mujha mera medical records nahi mila. I am still waiting,Negative
doctor javed was just average doctor.,Neutral
To much expensive  and all the medicine must should taken from reception and Many of the shampoo and conditioner are just for taking money,Negative
Doctor was good,Positive
It was a very fruitful session.,Positive
It was a great session with her and very insightful discussion. She reached early than the appointment time. I would definitely recommend her.,Positive
An empathetic psychologist who listened to concerns and provided best solutions.,positive
He is really polite and explains everything in a simple way. I read other patients reviews as well and they are satisfied. That is the reason I chose this doc as it's my first visit to him.,Positive
Clinic space is bit congested,Negative
Overconfident doctor ha,Negative
The doctor was not available at the time of appointment. They said doctor will come at 8:30pm. I wait for another an hour. After that they said doctor is on round. I didn't have my checkup with the doctor & take refund of the fees.,Negative
our visit of doctor syed is just ok.,Neutral
Doctor hashim was average.,Neutral
Maybe I will think of another appointment in the future,Neutral
So kind to treat,Positive
" Doctor was focused more on selling his own medicines, then in the consultation itself. He prescribed expensive medications that no pharmacy carried - he asked that I buy those directly off of him.",Negative
Very good I am satisfied,positive
Doctor was not there.,negative
my visit to doctor fabeeha was ok,Neutral
She was not willing to tell me  anything before the treatment. At the end she demands a lot of money,Negative
he was late.so people have psychological problems then they become late.so i dont know if he have that kind of problem or not...,Negative
Explain nahi kiya kuch doctor na,Negative
I could not enter with my wife to see what the doctor had said. And my wife forgot what kind of skin infection it was.,Negative
Apka msg tu hospital gya nhe naa he dr ko.Hospital ne khud call kr k dr ko bulaya. yea kis qisam ki service ha,Negative
Doctor gave good advise. He was not in a hurry.,Positive
Zero ratings,Negative
 Not happy with Dr Farhan,Negative
Acha experience nahi raha,Negative
Good doctor. Highly recommended,positive
Doctor poori baat nahi sunta,Negative
" Doctor Usman is undoubtedly ,the most genius person.His way of treatment is ultimate.His nice and cooperative behavior helps the patient to tell all his medical issues in comfort zone.He will never put you in unnecessary lab tests.
Highly recommended",Positive
there is no system of visiting patients on first come first serve basis. Staff doesn't arrange appointments according to the schedule. I reached 10 minutes before my appointment but had to wait for more than one hour.,Negative
Had a great experience.. Doctor is very experienced and polite.. Recommended to visit Dr. Salahuddin..,positive
Doctor kashif buhat nice thay par staff acha nhe tha.,Neutral
Satisfied with checkup,positive
The doctor is more focused on giving unnecessary tests for the diagnostic lab where he sits just to help the clinic / diagnositic Centre.,Negative
I waited too much for doctor to connect with video call but no response. I paid the amount doctor didn't show up and  no one response from oladoc management department.,Negative
Great doctor,positive
There doesn't seem to be any benefit for taking appointment..have to wait for one hour despite the fact that I reached on time,Negative
Unavaliability of doctor,Negative
Bohotttty hi super duper experience raha Dr. Tuba bohot hi friendly hen polite hen or bohot achi listener hen mujhe ummed he k unki advise mere liye helpful hogi. Dr. Tuba is so nice lady.,Positive
hospital saaf nhe tha lkin doctor ache thay.,Neutral
Please share the prescription! Satisfied!,Neutral
Good experience,Positive
Very good experience.satified,positive
" She is very professional and caring. Well experienced and dedicated.

",Positive
Chor ha doctor,Negative
He is very Polite & Friendly. He doesn't let the patient worries about the issues. Excellent.,positive
Bekar doctor ha kisi kisam ka use Kuch pata nahi lalchi doctor ha greedy person I am totally disagree mujha to yea doctor hi nahi lagta,Negative
Good Doctor,positive
Her clinic was closed,Negative
experience was normal,Neutral
Unprofessional and late,Negative
" Mashallah I’m satisfied, May Allah bless you, May Allah keep you happy and safe forever. Ameen ",Positive
staff and doctor is just ok,Neutral
"Although the doctor was nice, did my check up thoroughly and explained everything in detail. ",Positive
My experience with doctor waqas was just ok,Neutral
It was really Good,positive
Doctor should use words carefully,Negative
" Sorry due to short of time, doctor can’t visit",Negative
Doctor is not available we waited 10 min as shown,Negative
The medicines she recommended not available in the market kindly provide her contact number for the substitute of the medicines  she gave some creams and charge amount because according her these are not available in the market,Negative
He prescribed me wrong medicine which effect my health badly tab bpride which cost me around 1600 now he adviced me to go for colonoscopy which is more dangerous .for he just failed to help out his patient,Negative
doctor haris was ok,Neutral
Answered my queries in a very professional manner. The doctor is very professional and knowledgeable. Would definitely recommend to others!,Positive
Best experience,Positive
An amazing experience as always,Positive
After checkup by the physician 3 times medicines already intake but still pain as it is in my ear.,Negative
doctor nawaz was ok,Neutral
Message not recieved,Negative
doctor khattak was a nice doctor but he was very late.,Neutral
doctor jaffery was average.,Neutral
Staff was so rude but doctor himself is great.,Neutral
" I didn't missed my appointment, I am ooking for a reschedule or a refund.",Negative
Professionally sound.,Positive
Always great Experiance,Positive
Call nahi recieve krty,Negative
The doctor did costly tests but was not able to identify and track the disease. It was a waste of time and money I will never recommend her to anyone.,Negative
"Not satisfied, I don’t think so she have any experience about in its own field. She didn’t check any tests of patient and gave her medicine receipt",negative
Not satisfied she has no ultrasound facility .after checking she give new date for ultrasound but facility was not avialable on that date.,Negative
Good job . I definitely recommend this place .,Positive
Great experience,Positive
Humara visit ok tha.,Neutral
" MEDICINE KA NAHI BATAYA KESY KHANI HAI NA LIKHA US KA.. 
TEST KAY BAD REPORT NAHI CHECK KI GAI. MEDA KA PUCHA NAHU SHAID DOCTER SAHIB BOHAT JALDI MAIN THE ",Negative
" I think doc is not good 
I feel him greedy",Negative
Doctor was expert but clinic's pharmacy staff has zero knowledge about medicines.,Neutral
Not good,Negative
App works great,Positive
I don't what to say cause it was so bad,Negative
very nice. very humble and professional.,positive
" It’s Good 
",Positive
Best Doctor,Positive
He has taken 1500 fee,Neutral
" I visited Chughtai Lab Awaisia Housing Society Branch at 2PM on 27th Oct. There was some issue going on of the staff and it took him around 20 25 minutes to resolve it on call.
I had to wait with my patient. I got the discount of 20%.",Negative
Best Dr for Male Infertility.,Positive
Experience was devastating,Negative
Not such good experience,negative
Very experienced,Positive
Very polite and professional doctor. Highly recommended,Positive
Bohat bura appointment unho na accept he nahi ke,Negative
Feeling better she is so humble,Positive
A doctor has to respect the other doctor atleast in front of patients and more importantly should be careful in giving feedback against diagnosis and treatment previously given by other doctors.,negative
Greedy doctor,Negative
hospital was not cleaned but staff was ok.,Neutral
Now a days it's a blessing less charges and a good general physician for Dr.Zafar Iqbal,positive
Our experiences have been normal with you guys,Neutral
" Doctor was very good and polite, he asked me questions in details. Really satisfied with doctor.
",positive
Mera bohat time waste hua,Negative
" Very nice and humble doctor, investigate thoroughly. Due to technical problem during communication solve problem by consulting on whatsapp . Highly recommended.",Positive
We went in a bit tensed and came out happy. Dr. Talha enjoys talking which is very helpful.,positive
Great experience,Positive
Doctor is not recving my call at appoiment time,Negative
We could not visit,Neutral
doctor amna was neutral.,Neutral
Yes,Positive
I would highly recommend Doctor Saba for being very proffesionals. Her diagnosis has already started to improve my mother’s condition. Thank you,positive
The doctor was not well communicated. I had warts beneath my foot so he said to me this treatment would require electrocautery. But I would not suggest myself to do as I am a cosmetic surgeon. So I would recommend you to go for some other doctor.,negative
Aslamualikum acha experience tha,Positive
Very helpful very polite,Positive
" Listened to my query carefully and when video call was unavailable, doctor reached through phone call. Highly satisfied",positive
He is a professional doctor but did not give us proper time.,Neutral
Very poor connectivity issue. Not able to discuss with Dr properly. Overall not good experience,Negative
She is really nice bilkul Time pe call ke aram sa bat sun k diet plan diya,Positive
Facility was under construction,Negative
my visit of dr ammar was ok,Neutral
Sab sa pehli baat yea ha Kisi bhe patient ka aap agar check up karti ha to uska sath aaye lawaheqeen ko Us Ka checkup k hawaly sy or jo USG karna ho yaa Koi lab ka test karna ho to un ka bary main unhyn agah karo phir us ka blood sample bhjo,Negative
Actually the dr was good bt she was in hurry.,Neutral
" The privacy is compromised due to half  frosted glass doors and the Gaps between the sliding door and fixed glass panel.
Privacy in a sense when doctor e.g. general surgeon wants to check the private areas then patients hesitate.  ",Negative
I'm not satisfied.I don't even have minor change on my skin.,negative
clinic good nhe tha par doctor ache thay.,Neutral
It was a first visit. Doctor treat us very politely and she gave us good advice.,Positive
We are a middle class so we should have a little discount,Negative
doctor hussain was just ok doctor.,Neutral
" Good experience, overall 10/10 ",positive
Doctor is not good but timing of dr has been changed from 11:00 to 11:30 am. Therefore i have to wait a lot.,Negative
Doctor for eternal checkup,Neutral
Not satisfied with the doctor. She was not able to convince us.. Bad experience,Negative
Perfect,Positive
He is an experienced doctor. Calm and humble and cares for the patient. Hasn't made it commercial. Works for the well-being for the patients.,positive
Doctor acha tha par hospital saaf nhe tha.,Neutral
She listened everything very carefully and guided me well.,Positive
Haris burhi saab ne fee li lekin dawai theek tarah se nahi btae kitni maqdar main lini ha for example kitne garam wagira,Negative
doctor sahab ache thay par staff acha nhe tha.,Neutral
Dr response is good but waiting is too much,neutral
She was not sharing the prescription first,Negative
Doctor listened to the issue with deep interest and covered all the important points,Positive
" She is an excellent doctor, very professional and helpful.. I hope I would recover from ear ache after following her instructions. ",Positive
Everyone was good but doctor was very rude.,Neutral
Do not satisy his patients,Negative
I highly recommended dr ayesha. She is the best doctor and her talking way is so polite.,positive
I  spent 21000 on medicines as per dr instruction but found no any result..,Negative
Very good experience,Positive
Doctor was very late but he diagonsed my 8 years stomach issue resolved in 2 appointments,Neutral
Good,Positive
She is very cooperative and her skills are outstanding. I highly recommend Dr tayyaba because of her good attitude and clinical skills..,Positive
mera experience average tha.,Neutral
Best doctor!!!,Positive
I find very good consultation here.very good behaviour,Positive
Very narrow space  medical department should be cleaned and tidy. Bulding need improvement,Negative
My appointment was 3 30 pm and he check-up me on 6 pm  he waste my time,Negative
 Dr. Nada did a great job with my first ever health treatment. She explained everything to me in a very clear manner. She was also kind and friendly. ,Positive
"In my opinion doctor should to give 20 to 30 minutes it’s was only 15 minutes session and one time disconnection 


",Negative
Staff na badtmeezi ke,Negative
Almost satisfied but I can share my proper experience after 3 weeks after using prescribed medicine,positive
Staff on reception is non professional they dont know how to deal with coming patient's they were busy in there balancing and paper work,Negative
Amazing,Positive
I am regretting the whole experience,Negative
" I had a great experience, very experienced doctor ",Positive
My family experience was average.,Neutral
" Very helpful session 

",Positive
Rates too high,Negative
doctor hajveri was ok doctor,Neutral
" Satisfied. 
The doctor was co-operative & professional. 
Highly recommended for best dental care services.",Positive
Good experience,Positive
Doctors behaviour was very good. But the experience of video call was not good. Call were not running smoothly.,Neutral
" Amazing Dr!
",Positive
Dr ali Hammad is a good,Positive
iam satisfied according to your experience,Positive
" Had kind of disappointment as our patient was not examined properly or listened or investigated about her history, no keen interest shown or the level of respect as we were expecting, felt kind of a hurried inspection and prescription ! ",negative
It was great as always,Positive
he was just ok doctor.,Neutral
Fairly Satisfactory,Positive
Doctor full farig insan ha,Negative
Good overall,Positive
explain my problem nicely and tell me how to cure it,positive
The doctor is really experienced,Positive
" First experience is very Bad 
",Negative
Doctor charge 1300 complete fee not 1100 on app base,Negative
No credit card payment option,Negative
" Experience was normal, since it was consultation at later stage wasn’t able to get much as an cross opinion",Negative
" i am fully satisfied frm behave of dr sb i hope will get healthy soon.
100/100 satisfy",Positive
" Over All Dr Shumaila Yasir has a Great Dr...
Butt Hospital Staff misguide and misscommunicated me..
",neutral
" Very comfortable environment, full satisfied with doctor",Positive
Not satisfied with Dr Fasiullah Sb,Negative
" Doctors  clinic timing not match with the slots available at oladoc, she came after 90 minutes of schedule appointment.",Negative
Sir nay medicine prescribe krni thi pr ni ki. .maray nmb pr sms krnay ka Kaha tha.,Negative
he is just a ok doctor.,Neutral
" We are totally unsatisfied with doctor check up, he did check properly and directly say about bypass, and nothing else, it's not fair and patient have sugar, lung's problem as well , doctor not assuming the others things doctor said heart surgery.",Negative
Average experience with doctor ishaq and staff,Neutral
Ganda checkup raha,Negative
Doctor Nouman appeared to be very caring and good listener. He inquired thoroughly the medical history and then he explained the problem with detailed information.,positive
fully satisfied,positive
Didnot connect with the doctor,Negative
I am sad  because of staff.,Negative
It was good satisfied with dr sadaf work .inshallah we will visit again .,Positive
" It was a good experience, i told them that i hve an appointment with doctor and they forward me within 10-15 mint, doctor checked me thoroughly guided me in detail, it was a good visit.",positive
She is super good,positive
Good,Positive
Doctor is selfish,Negative
" Unbelievable Experience, very very polite behavior and good suggestions...!",Positive
Can't understand any point,Negative
my appoitment is 7.15 i m on the in the clinic bus has come at 8.05 pm then i have wait 60 minutes for my turn its means i have waited 1 hour and 45 minutes,Negative
" Well appointment jis time ki thi us time sy 1hour tk wait krna para overall it's normal. 
",Negative
I had been charged 800 instead of 700. As a prove I have receipt of it as well.,Negative
The fee and lab charges are high and as u mentioned discount but no discount made not in fee nor lab charges,Negative
Need to clarify from other doctor .,Negative
It was very very very expensive. They charge extra money for nothing.,Negative
" Wonderful experience with (Punjab medical center). Dr.Gazanfar Ali was a wonderful surgeon, and the staff was always helpful and kind.",positive
Awesome as before,Positive
" All good, but had to wait and also all the patients were scheduled for the same time at 6:00 p.m. This created a little disturbance.",Negative
" I think when we speak to a Doctor so we suppose that we are being listing by a person who can help us , but speak to this Dr my experience was as i am speaking to a teacher and she wants to impose his opinion on us ,which is so pathetic .",Negative
Charges are too much... consulting not good as he is charging... wouldn't recommend to anyone.,Negative
No discount on lab test,Negative
Doctor is good,positive
A highly competent With full command as Neurologist.,positive
Dr behavior was excellent and much satisfied .,Positive
Doctor was very good in diagnosis and honest about medication and process. And listened to everything very attentively. Highly recommended,Positive
Doctor tanveer gave me proper time . He was very cooperative,positive
Please get mics changed at your call centre. That’s very difficult to understand what operator is saying.,Negative
" Dr Sajjad is very good doctor, well behave and well experience, 

",Positive
" I am fully satisfied she is very honest doctor.
I never seen before this like this doctor I really appreciate her.",Positive
he is nice person,Positive
Didn't receive discount code,Negative
So bad,negative
" Test fee of women tube test named Laylays tesy is too much expensive,its unafforbale as compared with others hospitals ",Negative
Very satisfied with service,Positive
I am very Satisfied doctor Behavior is so good Highly recommended,positive
Super annoyed,Negative
I didn't receive call from Chughtai lab with reference of oladoc,Negative
No comments 'be,Neutral
Dr is not available,Negative
Impressed,positive
I Am satisfied my Dr  Muhammad Aamir,positive
doctor ghulam abbas was neutral.,Neutral
Prescribed so many medicines,Negative
She's an expert nutritionist and a very wise person. Listens to every detail from patient and answer accordingly.,positive
"I needed test results urgent but test results were delayed. I have visited IDC on 8/10/21. Then on 9/10/21 I have received the test report. Now I shall visit IDC tomorrow morning (14/01/22) again for PCR test. Because on Saturday (15/01/22) I have to fly over to K.S.A, at 12:35p.m.",Negative
" Doctor was in haste. He did not check my ears properly. Some wax residue was left behind. Checkup fee is 1500 but if you want to clean your ears then its 2000, 500 more for cleaning ears. I paid Rs 2000 for 2 min of his time. He just used the suction",Negative
" Nice
Meeting with the doctor",positive
" Very nice , humble & professional approach . Highly recommended .",Positive
Hospital building is very old. looks Iike it is gonna fall,Negative
" It was goood
",positive
She explained me very well,Positive
DR. ZARTASHA is very co-operative and listens to hers patients's needs. She customizes the plan according to the patient's routine. Had a very complacent experience.,Positive
Good experience. Very humble doctor and gave us ample time to discuss the condition.,Positive
"Thoroughly checked everything, asked everything to diagnose the disease.",positive
My time was wasted,Negative
The doctor was quite understanding.,Positive
Good experience. Doc sb paid full attention n thoroughly checkup the patient.,Positive
" A great humble doctor! 
",Positive
" Nice doctor good behaviour i am satisfied 
",positive
" Prescribed medicine is not giving results as promised. Still 4-5 times visit to wash room is required. 
Need a follow up video call wit the doctor ",Negative
The nutrionist wants everyone to eat expensive diets,Negative
" I am super satisfied with  Dr. Usman Haider and highly recommended him to the prospective patients. He is a patient listener and gives thorough medical advise. 
A nice gentleman and true professional ",Positive
" * Professional and humble psychologist. 
* Active Listener and Communicater.
* Listened to my social problems thoroughly  * Properly guided me on my issses. 
* Highly recommended. ",Positive
Absoultely ridiculous,Negative
" We are happy with his response.
",Positive
Dr. Mand is very experienced but very patient in listening to the details as well. His assessment is indeed immensely valuable.,Positive
A very great and such a good experienced doctor i ever never seen in my life.I am very satisfied,Positive
The payment from Card is not made after many attempts,Negative
Acha nahi raha experience,Negative
Goood Doctor,Positive
" I paid 1500 there... Doctor just see my neck check thyroid size and  write 3 test,.... And told I will see your test reports after Eid..... That's it ... 1500 sirf in do baaton k Liye??? ",Neutral
He is a good person,positive
Doctor na sirf 3 minute diya,Negative
Humara visit bs normal tha.,Neutral
Voice not reached doctor...no proper talk with doctor signal problem..no proper checkup because the a lot of issue during video consultant,Negative
They forced us to buy 3 medicine from them. A simple antibacterial cream cost us 500 rupees and didn't write the medicine name on the prescription as well. Next time will look for better option. Not satisfied.,Negative
Bad bad,Negative
please mention wax removal charges.I have paid Rs 2500 for wax removal including consultation .i was thinking that the mention charges in app are included with wax removal.that’s why please mention all charges.,Negative
doctor fakhar was very nice but his staff was not good.,Neutral
my experience with the doctor danish was just ok.,Neutral
" I was waiting for over an hour but none showed up, ive sent email about it. I would gladly do it tonight if the doctor is free",Negative
" Dr.Saad is a thorough professional, he explained everything in detail . I am so glad I chose Smart Eye Clinic  and would highly recommend to anyone.",Positive
Excellent experience! She explained everything to me in a very clear manner. Highly recommended!,Positive
worst experience,negative
" Doctor fees was Rs.500 but he took Rs.1000 more from me as cost of syrups he gave me from his clinic. Total fees was Rs.1500, which i gave hime. Wheres other doctors dont take more fees for medicines from his own clinic. So Rs. 500 is mis guiding.",Negative
" The clinic was in a very run down building, with worn down, inadequate seating. The doctor’s clinic started at 7, which his PA said was the official timing, so I don’t know why Oladoc gave me an appointment for earlier. 
",Negative
I have booked 3 appointments and recieved confirmation Sms also. but at the day of appointment The Dr was Not available and the staff told to Come the next Day.,Negative
Not satisfied she has no ultrasound facility .after checking she give new date for ultrasound but facility was not avialable on that date.,Negative
" While the doctor is good in nature, they hold a certain stereotype for OCD which is a red flag when it comes to therapy. ",Neutral
Smooth and exactly what i expected,positive
staff ne time waste kiya but doctor buhat ache thay.,Neutral
Excellent,positive
When my appointment time she is driving she is talking with me like 4 minutes,Negative
No one contacted,Negative
" It was all good but they didn’t give me discount of 100 rs what oladoc had told me
",neutral
" Good doctor overall. 
",positive
" Thanks, satisfied",Positive
"Donot recommend
",Negative
" Dr. Shaista Asif was very professional and kind. She listened to me patiently throughout the session. I have been to a couple of gynaecologists lately but none of them could deal with my case, she is indeed one of the best in her field. ",Positive
I could not speak to him at all. If you have transferred the money to Dr. Dhanji then it's ok as he called me and said that was it me calling on Oladok.,Negative
Poor experience,Negative
It was great,positive
PA and other staff behavior was extremely disappointed. The doctor is really good however the staff needs improvement.,Negative
Good doctor,Positive
Oladoc sy call karna boht hi fazool ha ....waha koi b apky name ki appointment nahi hoti ha ...regular tareeky sy hi bari ati ha,Negative
Doctor Ahmed was just ok,Neutral
It was a wonderful experience and the doctor's behavior was amazing,Positive
Very good doctor and also a good humen being,positive
Had a great Introductory session  interested to continue further. Given a complete road map,Positive
Not feeling well after treatment .,Negative
he was brilliant  and so humble,Positive
Satisfied,Positive
our experience with dr naheed was average.,Neutral
Doctor did not pay FULL attention to treatment attended calls several CHECKING other patients during treatment charged extremely high amounts for RCT & extraction not value for money I had gums swelling he did RCT WHICH WAS USELELESS ON MY PAIN.,Negative
I didn't get the prescription. I have to visit her on Monday and I need the prescription before that,Negative
Great experience... And Understood every thing in best way... Nice and Intelligent Doctor mashAllah...,Positive
Doctor is ok,Neutral
Iam satisfied with dr waqar hafeez.,Positive
Great consultant and hope the treatment will work perfectly.,Positive
Nice session,positive
" He was a knowledgeable doctor, actually the first one to give me a diagnosis of my disease. But he said it's incurable, however it definitely is. I think doctors really need to stay up to date with new treatments. ",Neutral
" We did not receive prescription from doctor, kindly give us feedback 

",Negative
He is a good doctor. Checked and advised the patient properly.,positive
Fully satisfied,positive
Have a good experience....,positive
Very attentive and a good listener not one of those who give you expensive meds and tell nothing,Positive
As usual no discount from them.  Only one staff and one security guard available in the whole lab. The staff doing reception duty plus lab technician. Wait there for almost 25mins. Then move to next lab.,Negative
Dr sb very humble man pakistan no 1 Dr highly recommended,Positive
" My appointment was for Wed 5th Jan 2022 at 10:30am.

I reached the hospital on time upon inquiring I was informed that the doctor timing is 11:30am.

Don’t know why I was given a slot of 10:30am by Oladoc.

I would not recommend Oladoc to any one.",Negative
" He prescribed imported medicine, which was only available in the clinic's medical store, very expensive checkup and medicine . Its normal acne BTW. Not advisable doctor for working middle class",Negative
Dr Javaid ul Hassan is very humble and professional doctor. He gave me enough time to discuss each n every thing. Very experienced person. I appreciate their behaviour & satisfied with their services. I strongly recommend Dr javaid to eye patients.,Positive
" He interacts with patience and seeks to understand the patient’s problem in a detailed manner 
",positive
" She was extremely humble and answered all my queries in detail , im highly satisfied ",positive
recommended,Positive
Video call postponed 4 hours due to non-availbility of Doctor,Negative
Kindly give proper time to patient and talk to them about their problems.,Negative
" I am suffering from severe toothache from last 3days.but when i visit Dr Abdulsami ch regarding this .He diagnose me properly and treat according to it . Allhamdulilah  i relief from this in awhile .highly recommend 
Stay blessed ",Positive
" It was good. I am satisfied with check up 
",positive
Hospital charged a fees of 2000 instead of 1000,Negative
Aslam o alaikum great doctor in.low fees and great behavior,Positive
Highly Recommended,Positive
Doctor behave was so kind.,Positive
Dr Momina is very welcoming. She has a very strong knowledge of her field.,positive
May Allah guide us,Neutral
Mujha apna paisa wapis chayie,Negative
" 1. No option to send lab results during online call.
2. No option to share lab report with doctor after consultation. ",Negative
Can't say anything for now …..,Neutral
Dr Irfan Nazeer is a very experienced And professional doctor.His Behavior with patient is so calm .100%satisfied,Positive
My overall experience was good  however I was charged 500 extra for booking online appointment which I think is quite unprofessional.,Neutral
My experience with Dr. Irfan Nazir was amazing. Everything went ok. Consultation was very satisfactory.,Positive
ap ke oladoc se kuch faida nai ho raha second time hai mujai ap ke trow number nai mel raha wo oladoc accept he nai karte,Negative
Excellent,positive
Treatment charges are more .overall not good,Negative
" Very friendly and satisfactory conversation 

",Positive
Did not agree with doctor opinion,Negative
Bht achi doctor hai,positive
" It was great experience with ma'am.
Satisfied with consultation. Highly recommended ",Positive
Sir please send again blur image,Negative
evercar hospital not received any appointment from your online App.,Negative
Excellent experience,Positive
" Doctor chak up  procedure not good  and all written medican lockal compmy and costly medican
3 days medicine 3500 Rs I'm a pharmacist and I know all products prices so be careful all patient ",Positive
"doctor needs to groom professionally. Rather to be focused on the problem and patient, he is fond of self praise and wasted a lot of time in doing so. ",Negative
This was my 1st visit over all every thing happend fine and now we start complete treatment plan according to the doctors advice and let hope for the best.,Positive
It was good appointment for me,Positive
I wasted my time and money,Negative
" Dr was good, but pls educate your application staff who attend the call and misguide the patients,",positive
Doctor Jameel was just ok.,Neutral
Unpleasant experience,Negative
" Very nice and humble pediatrician. He actively listened, and answered all our queries satisfactorily. He understood the medical condition of our 3 months old baby, made the right diagnosis and prescribed simple medicines. (Shifa from ALLAH). Thanks ",Positive
Good experience,Positive
Doctor was okay but he charged me 300 because I paid discounted fee on app. That is not good,Negative
Yes of course,Positive
" Dr sahiba
achi tarah  buhet ba ikhlaq  mareez  ka buhet  ttarah muaina aur guide kerti hain ",Positive
appointment was not done.  I donot recieve any confirmation sms,Negative
" Very nice experience, a good dr ",Positive
" She was really very nice,such a polite doctor. I'm fully satisfied by her",Positive
Highly recommended dr,Positive
Totally unprofessional doctor show like very experienced but miss treatment and prescribed wrong medicine wrong time and with in 2 days two time medicine change that why i see another doctor i totally not recommend this doctor. I think hospital cance,Negative
Dr. Sahib is very good and listens carefully to everything,Positive
Doctor Junaid was just ok doctor.,Neutral
Waiting time is too much for patient. sitting seats are not comfortable enough for long wait. Also reduce wait time as per patient book time.,Negative
" Doctor Just Asked  2 questions and prescribed Medication,  he was in hurry and have not paid much attention. May be the problem is to common that he had already applied these medicine on other patients. Its my first Visit. Lets see what happens.",Negative
Too much expensive.,Negative
He was very very unprofessional and moreover his behaviour was very very rude... I was extremely disappointed by his attitude,negative
Mera visit just average tha.,Neutral
" The appointment has been cancelled twice by the doctor
 Then doctor's secretary called to confirm the appointment and now the secretary nor the doctor is nowhere to be seen near the hospital
",Negative
Doctor couldn't attend the session.,Negative
Overall Fabulous Experience,Positive
I'm feeling batter after treatment,Positive
Wait 10 doctor not available,Negative
Good doctor satisfied 100%.,Positive
Nice person,positive
Nice doctor explain in detail about medicine n problem n motivated our patient,Positive
clinic acha nhe tha but doctor acha tha.,Neutral
Dr is really good person I am 100 percent satisfy,Positive
Arrogant type,Negative
It was little problem in a start due to internet connection problem from his side but all sorted then we communicate easily,Negative
I had a great experience with Dr. Abdul Munam on online consulting,Positive
Good Experience...,positive
Very good doctor. I will definitely recommend him.,positive
" Not satisfied with the experience and prescription. Over charged, under valued.",Negative
Fantastic visit. Half of tension released just after meating and briefing of Doctor.,positive
Good experience.,positive
" Very nice and careful staff
And clean full place",Positive
" the overall experience was fine , but i had to wait for over an hour despite having an appointment.",neutral
my visit to dr. nabeel was just ok.,Neutral
Very intelligent doctor who gets to the root of the issue quickly.he was patient in listening to my issues and was able to very quickly identify root cause which even I was not fully aware of.will followup at end of the month,positive
" Pls call me back when u get free , I am waiting ",Negative
Dr. Ayesha is the best doctor,positive
It was a great experience.,positive
my experience is average.,Neutral
" Connectivity issues remain, so we can not talk properly",Negative
I don't know what to say,Neutral
Doctor didnt show up!!!,Negative
Not a good surgeon,Negative
meri family ka visit ok tha.,Neutral
Doctor did not join for video consultation and oladoc phone is also not responding,Negative
I was not properly checked,Negative
Medicine availability issues,Negative
It was great experience,positive
Doctor was good but just hospital is dirty.,Neutral
He never showed up,Negative
There are not any benefit for before booking appointment we had waited almost 1 hr..,Negative
my experience with the doctor jamal was just ok.,Neutral
Excellent,Positive
Staff and doctor was average.,Neutral
They charged me 2000pkr although 1800pkr should be charged,Negative
Good doctor,Positive
Doctor husnain bs ok doctor he,Neutral
" Too much wait, even we arrived late  ",Negative
It was amazing and wonderful.,Positive
Our experience with the doctor dar was ok.,Neutral
Good doctor,positive
100%satisfied.,positive
Great experience as a  first timer.Dr Asma is a great doctor.She is very understanding and listens to yr concerns.Highly recommend.,Positive
Patient ko emergency m bhej diya waha 8000 ka bill bana dia sb test likh diye na koe report dykhi na kuch us k bad dr ka kuch pata nhi na koe check krny i patient ko apna time khatm or hospital se off kr gai,Negative
In my opinion diagnostic tests were unneccessory advised just for earning for his lab,Negative
Dr.Asif Gul bohat ganda doctor hain,Negative
he is just ok doctor.,Neutral
I waited for 20min. Had a 15 min inquiry session with the female attendant who called me twice and finally was able to see the Dr who was sitting at a long distance. Asked a few questions and Within 5min he concluded that patient was not perfect,Negative
Very  good  doctor I am satisfied,Positive
This doctor prescribed a medicine and after having the medicines. I am having Urinary Track Infection with swelling on urine bladder and kidney pain and now doctor is saying consult with urologist. Vert Unprofessional doctor. Stay away !,Negative
" best neurologist for kids, great to dr satisfaction. ",Positive
Not satisfied with the oladoc.,negative
doctor ahmed dar was average.,Neutral
So doctor has personal problems what it has to do with me,Negative
Staff misguided me but doctor apologized and gave me proper time.,Neutral
Alhamdulillah bohot acha experience raha.,Positive
Liked it,Positive
Staff didn't let us meet the doctor my father age is 65 after 1 hour we get to visit our doctor,Negative
Very helpful,Positive
Faced many issues,Negative
Dr must be aware to didn't told and operation words front of kids patient,Negative
He was not on time but he gave us additional time and was very nice.,Neutral
Your dr didn't attend the video consultation.,Negative
Usman MAZHAR is a joke to doctor name,Negative
I don't think she is a good doctor she is a story teller will never visit again,Negative
Fees are too high then other clinic rates,Negative
Dr sahib ne Meri Sari Baat Ghor se suni aur jb tk me satisfy ni hva tb to consultation jari rhi & i am satisfied,Positive
" Horrible experience 
The staff was rude and non cooperative 
",Negative
Very delighted after successful checkup,positive
Excellent,positive
" They called me and said doctor not available 

",Negative
Doctor listening very carefully,Positive
The clinic didn't honour your booking. Plus they charge extra money,Negative
" Excellent orthopedic surgeon, with very humble personality, highly recommended. ",Positive
Not received phone call. Disappointed,negative
You are liars .don't give exact time . What is the use of this website if v don't get exact timing of Dr. Just useless,Negative
" She is a good doctor, her behaviour and knowledge of field is good. Very happy and will see her in future as well. ",Positive
Very nice,positive
